Publication Date,Title,Link
2/5/2014,"Virginia Museum of Fine Arts, Richmond, VA",https://www.federalregister.gov/documents/2014/02/05/2014-02310/notice-of-intent-to-repatriate-a-cultural-item-virginia-museum-of-fine-arts-richmond-va
1/16/2014,"The Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2014/01/16/2014-00798/notice-of-intent-to-repatriate-cultural-items-the-field-museum-of-natural-history-chicago-il
1/16/2014,"Tennessee Valley Authority, Knoxville, TN",https://www.federalregister.gov/documents/2014/01/16/2014-00805/notice-of-intent-to-repatriate-cultural-items-tennessee-valley-authority-knoxville-tn
12/3/2013,"Denver Art Museum, Denver, CO",https://www.federalregister.gov/documents/2013/12/03/2013-28929/notice-of-intent-to-repatriate-cultural-items-denver-art-museum-denver-co
12/3/2013,"U.S. Department of the Interior, Bureau of Land Management, Alaska State Office, Anchorage, AK",https://www.federalregister.gov/documents/2013/12/03/2013-28918/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-land
12/3/2013,"U.S. Department of the Interior, Bureau of Land Management, Alaska State Office, Anchorage, AK",https://www.federalregister.gov/documents/2013/12/03/2013-28913/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-land
9/30/2013,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2013/09/30/2013-23819/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
8/30/2013,"Colorado College, Colorado Springs, CO",https://www.federalregister.gov/documents/2013/08/30/2013-21261/notice-of-intent-to-repatriate-cultural-items-colorado-college-colorado-springs-co
8/16/2013,"Field Museum of Natural History, Chicago, IL; Correction",https://www.federalregister.gov/documents/2013/08/16/2013-19994/notice-of-intent-to-repatriate-a-cultural-item-field-museum-of-natural-history-chicago-il-correction
8/16/2013,"University of Colorado Museum of Natural History, Boulder, CO",https://www.federalregister.gov/documents/2013/08/16/2013-20061/notice-of-intent-to-repatriate-cultural-items-university-of-colorado-museum-of-natural-history
8/16/2013,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2013/08/16/2013-19988/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
8/16/2013,"U.S. Department of the Interior, National Park Service, Grand Teton National Park, Moose, WY",https://www.federalregister.gov/documents/2013/08/16/2013-20063/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
8/16/2013,"Notice of Intent To Repatriate Cultural Item: Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2013/08/16/2013-19996/notice-of-intent-to-repatriate-cultural-item-rochester-museum-and-science-center-rochester-ny
8/16/2013,"Washington State Parks and Recreation Commission, Olympia, WA",https://www.federalregister.gov/documents/2013/08/16/2013-20044/notice-of-intent-to-repatriate-cultural-items-washington-state-parks-and-recreation-commission
8/16/2013,"University of Colorado Museum of Natural History, Boulder, CO",https://www.federalregister.gov/documents/2013/08/16/2013-20007/notice-of-intent-to-repatriate-cultural-items-university-of-colorado-museum-of-natural-history
8/12/2013,"Field Museum of Natural History, Chicago, IL; Correction",https://www.federalregister.gov/documents/2013/08/12/2013-19381/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il-correction
7/30/2013,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2013/07/30/2013-18318/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-national-park-service
7/30/2013,"Notice of Intent to Repatriate Cultural Item: Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/2013/07/30/2013-18279/notice-of-intent-to-repatriate-cultural-item-maxwell-museum-of-anthropology-university-of-new-mexico
7/30/2013,"Monterey Museum of Art, Monterey, CA",https://www.federalregister.gov/documents/2013/07/30/2013-18277/notice-of-intent-to-repatriate-cultural-items-monterey-museum-of-art-monterey-ca
6/17/2013,"University of Oregon Museum of Natural and Cultural History, Eugene, OR",https://www.federalregister.gov/documents/2013/06/17/2013-14343/notice-of-intent-to-repatriate-cultural-items-university-of-oregon-museum-of-natural-and-cultural
6/17/2013,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2013/06/17/2013-14362/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny
6/6/2013,"The Field Museum, Chicago, IL",https://www.federalregister.gov/documents/2013/06/06/2013-13463/notice-of-intent-to-repatriate-cultural-items-the-field-museum-chicago-il
6/6/2013,"University of Michigan, Museum of Anthropology, Ann Arbor, MI",https://www.federalregister.gov/documents/2013/06/06/2013-13465/notice-of-intent-to-repatriate-cultural-items-university-of-michigan-museum-of-anthropology-ann
6/6/2013,"U.S. Department of Agriculture, Forest Service, San Juan National Forest, Durango, CO",https://www.federalregister.gov/documents/2013/06/06/2013-13461/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-san-juan
5/13/2013,"The Robert S. Peabody Museum of Archaeology, Phillips Academy, Andover, MA",https://www.federalregister.gov/documents/2013/05/13/2013-11221/notice-of-intent-to-repatriate-cultural-items-the-robert-s-peabody-museum-of-archaeology-phillips
4/15/2013,"U.S. Department of the Interior, National Park Service, Everglades National Park, Homestead, FL",https://www.federalregister.gov/documents/2013/04/15/2013-08767/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
4/15/2013,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2013/04/15/2013-08769/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-national-park-service
4/15/2013,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and the Robert S. Peabody Museum of Archaeology, Phillips Academy, Andover, MA",https://www.federalregister.gov/documents/2013/04/15/2013-08772/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-bureau-of-indian
4/10/2013,"The Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2013/04/10/2013-08367/notice-of-intent-to-repatriate-cultural-items-the-field-museum-of-natural-history-chicago-il
4/10/2013,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2013/04/10/2013-08368/notice-of-intent-to-repatriate-a-cultural-item-arizona-state-museum-university-of-arizona-tucson-az
3/29/2013,"The Colorado College, Colorado Springs, CO",https://www.federalregister.gov/documents/2013/03/29/2013-07359/notice-of-intent-to-repatriate-cultural-items-the-colorado-college-colorado-springs-co
3/29/2013,"University of Denver Museum of Anthropology, Denver, CO",https://www.federalregister.gov/documents/2013/03/29/2013-07353/notice-of-intent-to-repatriate-cultural-items-university-of-denver-museum-of-anthropology-denver-co
3/29/2013,"U.S. Department of the Interior, National Park Service, Natchez Trace Parkway, Tupelo, MS",https://www.federalregister.gov/documents/2013/03/29/2013-07374/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-national-park-service
3/29/2013,"Yale Peabody Museum of Natural History, New Haven, CT",https://www.federalregister.gov/documents/2013/03/29/2013-07352/notice-of-intent-to-repatriate-cultural-items-yale-peabody-museum-of-natural-history-new-haven-ct
3/29/2013,"U.S. Department of the Interior, National Park Service, Natchez Trace Parkway, Tupelo, MS",https://www.federalregister.gov/documents/2013/03/29/2013-07371/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
3/1/2013,"San Francisco State University NAGPRA Program, San Francisco, CA",https://www.federalregister.gov/documents/2013/03/01/2013-04772/notice-of-intent-to-repatriate-cultural-items-san-francisco-state-university-nagpra-program-san
3/1/2013,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC",https://www.federalregister.gov/documents/2013/03/01/2013-04780/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
3/1/2013,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2013/03/01/2013-04770/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
2/19/2013,"Grand Rapids Public Museum, Grand Rapids, MI",https://www.federalregister.gov/documents/2013/02/19/2013-03655/notice-of-intent-to-repatriate-cultural-items-grand-rapids-public-museum-grand-rapids-mi
2/19/2013,"Binghamton University, State University of New York, Binghamton, NY",https://www.federalregister.gov/documents/2013/02/19/2013-03654/notice-of-intent-to-repatriate-a-cultural-item-binghamton-university-state-university-of-new-york
2/19/2013,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2013/02/19/2013-03660/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
1/24/2013,"Department of the Interior, Bureau of Land Management, Salt Lake City, UT",https://www.federalregister.gov/documents/2013/01/24/2013-01324/notice-of-intent-to-repatriate-a-cultural-item-department-of-the-interior-bureau-of-land-management
1/11/2013,"Northwest Museum of Arts & Culture, Spokane, WA",https://www.federalregister.gov/documents/2013/01/11/2013-00456/notice-of-intent-to-repatriate-cultural-items-northwest-museum-of-arts-and-culture-spokane-wa
12/18/2012,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2012/12/18/2012-30455/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny
11/16/2012,"The Museum of Indian Arts and Culture, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/2012/11/16/2012-27955/notice-of-intent-to-repatriate-cultural-items-the-museum-of-indian-arts-and-culture-museum-of-new
10/24/2012,"American Museum of Natural History, New York, NY; Correction",https://www.federalregister.gov/documents/2012/10/24/2012-26223/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
10/11/2012,"Maxey Museum, Whitman College, Walla Walla, WA; Correction",https://www.federalregister.gov/documents/2012/10/11/2012-25048/notice-of-intent-to-repatriate-cultural-items-maxey-museum-whitman-college-walla-walla-wa-correction
10/1/2012,"Stanford University Archaeology Center, Stanford, CA",https://www.federalregister.gov/documents/2012/10/01/2012-24090/notice-of-intent-to-repatriate-cultural-items-stanford-university-archaeology-center-stanford-ca
9/28/2012,"San Francisco State University NAGPRA Program, San Francisco, CA",https://www.federalregister.gov/documents/2012/09/28/2012-23920/notice-of-intent-to-repatriate-cultural-items-san-francisco-state-university-nagpra-program-san
8/28/2012,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2012/08/28/2012-20949/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
8/28/2012,"U.S. Department of Agriculture, Forest Service, Coconino National Forest, Flagstaff, AZ",https://www.federalregister.gov/documents/2012/08/28/2012-20952/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-coconino
8/24/2012,"U.S. Department of Agriculture, Forest Service, Coconino National Forest, Flagstaff, AZ",https://www.federalregister.gov/documents/2012/08/24/2012-20964/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-coconino
8/14/2012,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2012/08/14/2012-19924/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
8/14/2012,"San Diego State University, San Diego, CA",https://www.federalregister.gov/documents/2012/08/14/2012-19926/notice-of-intent-to-repatriate-cultural-items-san-diego-state-university-san-diego-ca
8/2/2012,"Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/2012/08/02/2012-18927/notice-of-intent-to-repatriate-cultural-items-maxwell-museum-of-anthropology-university-of-new
8/2/2012,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA; Correction",https://www.federalregister.gov/documents/2012/08/02/2012-18949/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
7/11/2012,"Gregg County Historical Museum, Longview, TX",https://www.federalregister.gov/documents/2012/07/11/2012-16928/notice-of-intent-to-repatriate-cultural-items-gregg-county-historical-museum-longview-tx
6/12/2012,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2012/06/12/2012-14305/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
6/12/2012,"U.S. Department of the Interior, Indian Arts and Crafts Board, Museum of the Plains Indian, Browning, MT",https://www.federalregister.gov/documents/2012/06/12/2012-14296/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-indian-arts-and-crafts
6/12/2012,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2012/06/12/2012-14311/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
6/12/2012,"San Diego Museum of Man, San Diego, CA",https://www.federalregister.gov/documents/2012/06/12/2012-14299/notice-of-intent-to-repatriate-a-cultural-item-san-diego-museum-of-man-san-diego-ca
6/4/2012,"Tennessee Valley Authority and the University of Tennessee McClung Museum, Knoxville, TN",https://www.federalregister.gov/documents/2012/06/04/2012-13453/notice-of-intent-to-repatriate-cultural-items-tennessee-valley-authority-and-the-university-of
6/4/2012,"Tennessee Valley Authority and the University of Tennessee McClung Museum, Knoxville, TN",https://www.federalregister.gov/documents/2012/06/04/2012-13452/notice-of-intent-to-repatriate-cultural-items-tennessee-valley-authority-and-the-university-of
5/1/2012,"Yale Peabody Museum of Natural History, New Haven, CT",https://www.federalregister.gov/documents/2012/05/01/2012-10496/notice-of-intent-to-repatriate-cultural-items-yale-peabody-museum-of-natural-history-new-haven-ct
5/1/2012,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2012/05/01/2012-10501/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
5/1/2012,"Northwest Museum of Arts & Culture, Spokane, WA; Correction",https://www.federalregister.gov/documents/2012/05/01/2012-10486/notice-of-intent-to-repatriate-cultural-items-northwest-museum-of-arts-and-culture-spokane-wa
4/19/2012,"Museum of Indian Arts & Culture/Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/2012/04/19/2012-9439/notice-of-intent-to-repatriate-cultural-items-museum-of-indian-arts-and-culturelaboratory-of
4/19/2012,"The Colorado College, Colorado Springs, CO",https://www.federalregister.gov/documents/2012/04/19/2012-9441/notice-of-intent-to-repatriate-cultural-items-the-colorado-college-colorado-springs-co
4/19/2012,"Benton County Historical Society and Museum, Philomath, OR",https://www.federalregister.gov/documents/2012/04/19/2012-9434/notice-of-intent-to-repatriate-cultural-items-benton-county-historical-society-and-museum-philomath
4/19/2012,"Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/2012/04/19/2012-9437/notice-of-intent-to-repatriate-cultural-items-milwaukee-public-museum-milwaukee-wi
4/19/2012,"Benton County Historical Society and Museum, Philomath, OR",https://www.federalregister.gov/documents/2012/04/19/2012-9433/notice-of-intent-to-repatriate-cultural-items-benton-county-historical-society-and-museum-philomath
4/19/2012,"Notice of Intent To Repatriate Cultural Item: University of Denver Department of Anthropology and Museum of Anthropology, Denver, CO",https://www.federalregister.gov/documents/2012/04/19/2012-9459/notice-of-intent-to-repatriate-cultural-item-university-of-denver-department-of-anthropology-and
4/2/2012,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2012/04/02/2012-7880/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
4/2/2012,"California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2012/04/02/2012-7872/notice-of-intent-to-repatriate-cultural-items-california-department-of-parks-and-recreation
4/2/2012,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2012/04/02/2012-7882/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
4/2/2012,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA, and the Alfred W. Bowers Laboratory of Anthropology, University of Idaho, Moscow, ID",https://www.federalregister.gov/documents/2012/04/02/2012-7873/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers-walla
4/2/2012,"Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/2012/04/02/2012-7884/notice-of-intent-to-repatriate-cultural-items-maxwell-museum-of-anthropology-university-of-new
4/2/2012,"California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2012/04/02/2012-7876/notice-of-intent-to-repatriate-cultural-items-california-department-of-parks-and-recreation
4/2/2012,"California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2012/04/02/2012-7889/notice-of-intent-to-repatriate-cultural-items-california-department-of-parks-and-recreation
3/16/2012,"San Francisco State University, San Francisco, CA",https://www.federalregister.gov/documents/2012/03/16/2012-6326/notice-of-intent-to-repatriate-a-cultural-item-san-francisco-state-university-san-francisco-ca
3/16/2012,"The Colorado College, Colorado Springs, CO",https://www.federalregister.gov/documents/2012/03/16/2012-6330/notice-of-intent-to-repatriate-cultural-items-the-colorado-college-colorado-springs-co
3/16/2012,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and the Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2012/03/16/2012-6334/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
3/7/2012,"U.S. Fish and Wildlife Service, Office of Law Enforcement, Lakewood, CO",https://www.federalregister.gov/documents/2012/03/07/2012-5584/notice-of-intent-to-repatriate-cultural-items-us-fish-and-wildlife-service-office-of-law-enforcement
3/7/2012,"U.S. Fish and Wildlife Service, Office of Law Enforcement, Lakewood, CO",https://www.federalregister.gov/documents/2012/03/07/2012-5578/notice-of-intent-to-repatriate-cultural-items-us-fish-and-wildlife-service-office-of-law-enforcement
3/7/2012,"U.S. Fish and Wildlife Service, Office of Law Enforcement, Lakewood, CO",https://www.federalregister.gov/documents/2012/03/07/2012-5570/notice-of-intent-to-repatriate-cultural-items-us-fish-and-wildlife-service-office-of-law-enforcement
3/7/2012,"Maxey Museum, Whitman College, Walla Walla, WA",https://www.federalregister.gov/documents/2012/03/07/2012-5581/notice-of-intent-to-repatriate-cultural-items-maxey-museum-whitman-college-walla-walla-wa
2/27/2012,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA, and the University of Oregon Museum of Natural and Cultural History, Eugene, OR",https://www.federalregister.gov/documents/2012/02/27/2012-4507/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers-walla
2/27/2012,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2012/02/27/2012-4523/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
2/27/2012,"U.S. Department of Agriculture, Forest Service, Gila National Forest, Silver City, NM; Arizona State Museum, University of Arizona, Tucson, AZ; and Logan Museum of Anthropology, Beloit College, Beloit, WI; Correction",https://www.federalregister.gov/documents/2012/02/27/2012-4545/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-gila
2/6/2012,"University of Denver Department of Anthropology and Museum of Anthropology, Denver, CO",https://www.federalregister.gov/documents/2012/02/06/2012-2528/notice-of-intent-to-repatriate-a-cultural-item-university-of-denver-department-of-anthropology-and
2/6/2012,"USDA Forest Service, Coconino National Forest, Flagstaff, AZ",https://www.federalregister.gov/documents/2012/02/06/2012-2530/notice-of-intent-to-repatriate-cultural-items-usda-forest-service-coconino-national-forest-flagstaff
2/6/2012,"University of Denver Department of Anthropology and Museum of Anthropology, Denver, CO",https://www.federalregister.gov/documents/2012/02/06/2012-2526/notice-of-intent-to-repatriate-cultural-items-university-of-denver-department-of-anthropology-and
2/6/2012,"Kingman Museum, Inc., Battle Creek, MI",https://www.federalregister.gov/documents/2012/02/06/2012-2517/notice-of-intent-to-repatriate-a-cultural-item-kingman-museum-inc-battle-creek-mi
12/23/2011,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2011/12/23/2011-32975/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
12/23/2011,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2011/12/23/2011-33008/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
12/23/2011,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2011/12/23/2011-33010/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-national-park-service
12/23/2011,"U.S. Department of the Interior, National Park Service, Little Bighorn Battlefield National Monument, Crow Agency, MT",https://www.federalregister.gov/documents/2011/12/23/2011-33013/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
12/5/2011,"Kingman Museum, Inc., Battle Creek, MI",https://www.federalregister.gov/documents/2011/12/05/2011-31070/notice-of-intent-to-repatriate-a-cultural-item-kingman-museum-inc-battle-creek-mi
11/29/2011,"Washington State University, Museum of Anthropology, Pullman, WA",https://www.federalregister.gov/documents/2011/11/29/2011-30624/notice-of-intent-to-repatriate-cultural-items-washington-state-university-museum-of-anthropology
11/29/2011,"Tennessee Valley Authority and the University of Tennessee McClung Museum, Knoxville, TN",https://www.federalregister.gov/documents/2011/11/29/2011-30618/notice-of-intent-to-repatriate-cultural-items-tennessee-valley-authority-and-the-university-of
11/29/2011,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA and the Museum of Anthropology, Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2011/11/29/2011-30629/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers-walla
10/11/2011,"Peabody Museum of Natural History, Yale University, New Haven, CT",https://www.federalregister.gov/documents/2011/10/11/2011-26179/notice-of-intent-to-repatriate-a-cultural-item-peabody-museum-of-natural-history-yale-university-new
9/19/2011,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2011/09/19/2011-23899/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
9/19/2011,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2011/09/19/2011-23977/notice-of-intent-to-repatriate-a-cultural-item-state-historical-society-of-wisconsin-madison-wi
9/19/2011,"Denver Museum of Nature and Science, Denver, CO",https://www.federalregister.gov/documents/2011/09/19/2011-23974/notice-of-intent-to-repatriate-a-cultural-item-denver-museum-of-nature-and-science-denver-co
8/8/2011,"California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2011/08/08/2011-19994/notice-of-intent-to-repatriate-a-cultural-item-california-department-of-parks-and-recreation
7/27/2011,"University of Michigan Museum of Anthropology, Ann Arbor, MI",https://www.federalregister.gov/documents/2011/07/27/2011-18999/notice-of-intent-to-repatriate-cultural-items-university-of-michigan-museum-of-anthropology-ann
7/21/2011,"Fowler Museum at UCLA, Los Angeles, CA",https://www.federalregister.gov/documents/2011/07/21/2011-18357/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-ucla-los-angeles-ca
5/13/2011,"Museum of Anthropology, University of Michigan, Ann Arbor, MI",https://www.federalregister.gov/documents/2011/05/13/2011-11856/notice-of-intent-to-repatriate-cultural-items-museum-of-anthropology-university-of-michigan-ann
5/13/2011,"Phoebe A. Hearst Museum of Anthropology, University of California, Berkeley, Berkeley, CA",https://www.federalregister.gov/documents/2011/05/13/2011-11868/notice-of-intent-to-repatriate-a-cultural-item-phoebe-a-hearst-museum-of-anthropology-university-of
5/13/2011,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2011/05/13/2011-11861/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
5/13/2011,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2011/05/13/2011-11863/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
5/13/2011,"Montana Historical Society, Helena, MT",https://www.federalregister.gov/documents/2011/05/13/2011-11869/notice-of-intent-to-repatriate-a-cultural-item-montana-historical-society-helena-mt
5/13/2011,"Museum of Anthropology at Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2011/05/13/2011-11864/notice-of-intent-to-repatriate-a-cultural-item-museum-of-anthropology-at-washington-state-university
5/13/2011,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2011/05/13/2011-11866/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az
3/15/2011,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA; Correction",https://www.federalregister.gov/documents/2011/03/15/2011-5867/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
3/15/2011,"Museum of Anthropology at Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2011/03/15/2011-5850/notice-of-intent-to-repatriate-a-cultural-item-museum-of-anthropology-at-washington-state-university
3/15/2011,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2011/03/15/2011-5870/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
3/15/2011,"California State University, Sacramento, Sacramento, CA",https://www.federalregister.gov/documents/2011/03/15/2011-5855/notice-of-intent-to-repatriate-cultural-items-california-state-university-sacramento-sacramento-ca
3/15/2011,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2011/03/15/2011-5848/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-bureau-of-indian
3/15/2011,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2011/03/15/2011-5882/notice-of-intent-to-repatriate-a-cultural-item-arizona-state-museum-university-of-arizona-tucson-az
3/15/2011,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2011/03/15/2011-5859/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
3/15/2011,"California Department of Transportation (Caltrans), Sacramento, CA and California State University, Sacramento, CA",https://www.federalregister.gov/documents/2011/03/15/2011-5883/notice-of-intent-to-repatriate-cultural-items-california-department-of-transportation-caltrans
2/16/2011,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2011/02/16/2011-3520/notice-of-intent-to-repatriate-cultural-items-university-of-pennsylvania-museum-of-archaeology-and
1/6/2011,"U.S. Department of the Interior, National Park Service, Natchez Trace Parkway, Tupelo, MS",https://www.federalregister.gov/documents/2011/01/06/2011-4/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
12/14/2010,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2010/12/14/2010-31285/notice-of-intent-to-repatriate-cultural-items-university-of-pennsylvania-museum-of-archaeology-and
10/21/2010,"U.S. Department of Defense, Army Corps of Engineers, Portland District, Portland, OR and University of Oregon Museum of Natural and Cultural History, Eugene, OR",https://www.federalregister.gov/documents/2010/10/21/2010-26466/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers
9/24/2010,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2010/09/24/2010-23933/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
