Publication Date,Title,Link
9/11/2002,"University of Northern Colorado, Greeley, CO",https://www.federalregister.gov/documents/2002/09/11/02-23022/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-university-of-northern
8/29/2002,"Hood Museum of Art, Dartmouth College, Hanover, NH",https://www.federalregister.gov/documents/2002/08/29/02-21993/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-hood-museum-of-art-dartmouth
8/29/2002,"Hood Museum of Art, Dartmouth College, Hanover, NH",https://www.federalregister.gov/documents/2002/08/29/02-21992/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-hood-museum-of-art-dartmouth
8/29/2002,"Houston Museum of Natural Science, Houston, TX",https://www.federalregister.gov/documents/2002/08/29/02-21994/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-houston-museum-of-natural
8/29/2002,"U.S. Department of Justice, Federal Bureau of Investigation (FBI), Louisville, KY",https://www.federalregister.gov/documents/2002/08/29/02-21997/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-us-department-of-justice
7/11/2002,"Springfield Science Museum, Springfield, MA",https://www.federalregister.gov/documents/2002/07/11/02-17429/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-springfield-science-museum
7/11/2002,"Antelope Valley Indian Museum, Lancaster, CA, and in the Control of the California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2002/07/11/02-17085/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-antelope-valley-indian
7/11/2002,"Logan Museum of Anthropology, Beloit College, Beloit, WI",https://www.federalregister.gov/documents/2002/07/11/02-17416/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-logan-museum-of-anthropology
7/11/2002,"Logan Museum of Anthropology, Beloit College, Beloit, WI",https://www.federalregister.gov/documents/2002/07/11/02-17414/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-logan-museum-of-anthropology
7/9/2002,"Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/2002/07/09/02-17083/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-maxwell-museum-of
7/8/2002,"Kennedy Museum of Art, Ohio University, Athens, OH",https://www.federalregister.gov/documents/2002/07/08/02-17089/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-kennedy-museum-of-art-ohio
7/8/2002,"Connecticut State Museum of Natural History, University of Connecticut, Storrs, CT",https://www.federalregister.gov/documents/2002/07/08/02-17091/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-connecticut-state-museum-of
6/18/2002,"Springfield Science Museum, Springfield, MA",https://www.federalregister.gov/documents/2002/06/18/02-15292/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-springfield-science-museum
5/24/2002,"Robert S. Peabody Museum of Archaeology, Phillips Academy, Andover, MA.",https://www.federalregister.gov/documents/2002/05/24/02-13162/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-robert-s-peabody-museum-of
5/20/2002,"American Museum of Natural History of New York, NY",https://www.federalregister.gov/documents/2002/05/20/02-12558/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-american-museum-of-natural
4/10/2002,"U.S. Department of Agriculture, Forest Service, Chugach National Forest, Anchorage, AK",https://www.federalregister.gov/documents/2002/04/10/02-8627/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-us-department-of-agriculture
4/10/2002,"Springfield Science Museum, Springfield, MA",https://www.federalregister.gov/documents/2002/04/10/02-8628/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-springfield-science-museum
4/10/2002,"Notice of Intent to Repatriate Cultural Items in the Control of the U.S. Department of Agriculture, Forest Service, Chugach National Forest, Anchorage, AK, and in the Possession of the Chugach National Forest and the Anchorage Museum of History and Art, Anchorage, AK",https://www.federalregister.gov/documents/2002/04/10/02-8626/notice-of-intent-to-repatriate-cultural-items-in-the-control-of-the-us-department-of-agriculture
3/25/2002,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2002/03/25/02-7012/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
3/25/2002,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2002/03/25/02-7004/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
2/27/2002,"Notice of Intent to Repatriate Unassociated Funerary Objects in the Possession of the U.S. Department of the Interior, Bureau of Reclamation, Central Arizona Project Repository, Tucson, AZ, and in the Control of the U.S. Department of the Interior, Bureau of Reclamation, Phoenix Area Office, Phoenix, AZ",https://www.federalregister.gov/documents/2002/02/27/02-4581/notice-of-intent-to-repatriate-unassociated-funerary-objects-in-the-possession-of-the-us-department
1/11/2002,"Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/2002/01/11/02-736/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-milwaukee-public-museum
12/7/2001,"U.S. Department of Agriculture, U.S. Forest Service, Chugach National Forest, Anchorage, AK",https://www.federalregister.gov/documents/2001/12/07/01-30349/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-us-department-of-agriculture
12/7/2001,"Notice of Intent To Repatriate Native American Cultural Items in the Possession of the U.S. Department of the Interior, National Park Service, Capitol Reef National Park, Torrey, UT",https://www.federalregister.gov/documents/2001/12/07/01-30339/notice-of-intent-to-repatriate-native-american-cultural-items-in-the-possession-of-the-us-department
11/5/2001,"Brooklyn Museum of Art, Brooklyn, NY",https://www.federalregister.gov/documents/2001/11/05/01-27707/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-brooklyn-museum-of-art
10/9/2001,"Nebraska State Historical Society, Lincoln, NE",https://www.federalregister.gov/documents/2001/10/09/01-25156/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-nebraska-state-historical
10/9/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/10/09/01-25146/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/9/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/10/09/01-25142/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/5/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/10/05/01-24967/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
10/5/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/10/05/01-24966/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/5/2001,"Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/2001/10/05/01-24961/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-maxwell-museum-of
10/5/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/10/05/01-24965/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/5/2001,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2001/10/05/01-24960/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-thomas-burke-memorial
10/4/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/10/04/01-24934/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/4/2001,"Williamson Museum, Northwestern State University of Louisiana, Natchitoches, LA",https://www.federalregister.gov/documents/2001/10/04/01-24935/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-williamson-museum
6/22/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/06/22/01-15719/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
6/21/2001,"Williamson Museum, Northwestern State University of Louisiana, Natchitoches, LA, and in the Control of the Louisiana Division of Archaeology, Baton Rouge, LA",https://www.federalregister.gov/documents/2001/06/21/01-15561/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-williamson-museum
6/14/2001,"Notice of Intent to Repatriate a Cultural Item in the Possession of Cornell University, Ithaca, NY",https://www.federalregister.gov/documents/2001/06/14/01-14991/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-cornell-university-ithaca-ny
6/14/2001,"Denver Art Museum, Denver, CO",https://www.federalregister.gov/documents/2001/06/14/01-14992/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-denver-art-museum-denver-co
6/5/2001,"Adams County, IL, in the Possession of the Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/06/05/01-14073/notice-of-intent-to-repatriate-cultural-items-from-adams-county-il-in-the-possession-of-the-peabody
6/4/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/06/04/01-13964/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
5/14/2001,"Putnam Museum of History and Natural Science, Davenport, IA",https://www.federalregister.gov/documents/2001/05/14/01-12016/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-putnam-museum-of-history-and
5/3/2001,"Tioga County Historical Society, Owego, NY",https://www.federalregister.gov/documents/2001/05/03/01-11134/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-tioga-county-historical
5/3/2001,"Notice of Intent to Repatriate Cultural Items in the Possession of Grand Valley State University, Allendale, MI",https://www.federalregister.gov/documents/2001/05/03/01-11145/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-grand-valley-state-university
4/9/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/04/09/01-8682/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
4/9/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/04/09/01-8681/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
4/2/2001,"Peabody Essex Museum, Salem, MA",https://www.federalregister.gov/documents/2001/04/02/01-7985/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-essex-museum-salem-ma
4/2/2001,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2001/04/02/01-7984/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-university-of-pennsylvania
4/2/2001,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2001/04/02/01-7983/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-university-of-pennsylvania
3/26/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/26/01-7384/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
3/26/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/26/01-7383/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
3/26/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/26/01-7381/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
3/26/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/26/01-7437/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
3/20/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/20/01-6841/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
3/20/2001,"Arizona State Museum, Tucson, AZ, and in the Control of the U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC.",https://www.federalregister.gov/documents/2001/03/20/01-6897/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-arizona-state-museum-tucson
3/20/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/20/01-6842/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
3/9/2001,"CORRECTION-Kawaihae, Kohala, Island of Hawaii, HI, in the Possession of the Bernice Pauahi Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/2001/03/09/01-5941/correction-notice-of-intent-to-repatriate-cultural-items-from-kawaihae-kohala-island-of-hawaii-hi-in
3/9/2001,"University of Michigan Museum of Anthropology, Ann Arbor, MI",https://www.federalregister.gov/documents/2001/03/09/01-5938/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-university-of-michigan
3/9/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/03/09/01-5942/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
2/21/2001,"Illinois State Museum, Springfield, IL",https://www.federalregister.gov/documents/2001/02/21/01-4306/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-illinois-state-museum
2/20/2001,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2001/02/20/01-4081/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
2/9/2001,"Cranbrook Institute of Science, Bloomfield Hills, MI",https://www.federalregister.gov/documents/2001/02/09/01-3357/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-cranbrook-institute-of
1/26/2001,"Ilwaco Heritage Foundation, Ilwaco, WA",https://www.federalregister.gov/documents/2001/01/26/01-2323/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-ilwaco-heritage-foundation
1/26/2001,"Detroit Institute of Arts, Detroit, MI",https://www.federalregister.gov/documents/2001/01/26/01-2346/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-detroit-institute-of-arts
12/13/2000,"Louisiana State University Museum of Natural Science, Baton Rouge, LA",https://www.federalregister.gov/documents/2000/12/13/00-31662/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-louisiana-state-university
12/6/2000,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2000/12/06/00-30997/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/25/2000,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2000/10/25/00-27370/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
10/25/2000,"Alaska State Office, Bureau of Land Management, Anchorage, AK",https://www.federalregister.gov/documents/2000/10/25/00-27369/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-alaska-state-office-bureau-of
10/25/2000,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2000/10/25/00-27393/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-field-museum-of-natural
10/24/2000,"San Diego State University, San Diego, CA",https://www.federalregister.gov/documents/2000/10/24/00-27205/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-san-diego-state-university
10/2/2000,"Rhode Island Historical Society, Providence, RI",https://www.federalregister.gov/documents/2000/10/02/00-25129/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-rhode-island-historical
10/2/2000,"Haffenreffer Museum of Anthropology, Brown University, Bristol, RI",https://www.federalregister.gov/documents/2000/10/02/00-25128/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-haffenreffer-museum-of
9/21/2000,"Grand Portage, MN in the Possession of the Minnesota Historical Society, St. Paul, MN",https://www.federalregister.gov/documents/2000/09/21/00-24253/notice-of-intent-to-repatriate-cultural-items-from-grand-portage-mn-in-the-possession-of-the
8/29/2000,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2000/08/29/00-21975/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
8/29/2000,"Phillips County, KS in the Possession of the Kansas State Historical Society, Topeka, KS",https://www.federalregister.gov/documents/2000/08/29/00-21972/notice-of-intent-to-repatriate-cultural-items-from-phillips-county-ks-in-the-possession-of-the
8/29/2000,"Museum of Indian Arts and Culture/Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/2000/08/29/00-21973/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-museum-of-indian-arts-and
8/16/2000,"Notice of Intent to Repatriate a Cultural Item from Warren, RI in the Possession of the Peabody Museum of Archaeology, Phillips Academy, Andover, MA",https://www.federalregister.gov/documents/2000/08/16/00-20822/notice-of-intent-to-repatriate-a-cultural-item-from-warren-ri-in-the-possession-of-the-peabody
8/1/2000,"Notice of Intent to Repatriate Cultural Items in the Possession of Casa Grande Ruins National Monument, National Park Service, Coolidge, AZ",https://www.federalregister.gov/documents/2000/08/01/00-19293/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-casa-grande-ruins-national
5/23/2000,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2000/05/23/00-12850/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-san-diego-archaeological
5/8/2000,"California State Office, Bureau of Land Management, Sacramento, CA",https://www.federalregister.gov/documents/2000/05/08/00-11379/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-california-state-office
5/8/2000,"the Nevada Test Site, NV in the Possession of the Nevada Operations Office, U.S. Department of Energy, Las Vegas, NV",https://www.federalregister.gov/documents/2000/05/08/00-11378/notice-of-intent-to-repatriate-cultural-items-from-the-nevada-test-site-nv-in-the-possession-of-the
4/27/2000," South Dakota State Archaeological Research Center, Rapid City, SD",https://www.federalregister.gov/documents/2000/04/27/00-10533/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-south-dakota-state
4/27/2000," Section of Anthropology, Carnegie Museum of Natural History, Pittsburgh, PA",https://www.federalregister.gov/documents/2000/04/27/00-10534/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-section-of-anthropology
4/27/2000,"Notice of Intent To Repatriate Cultural Items in the Control of the Denver Art Museum, Denver, CO",https://www.federalregister.gov/documents/2000/04/27/00-10464/notice-of-intent-to-repatriate-cultural-items-in-the-control-of-the-denver-art-museum-denver-co
4/24/2000,"Southeastern Utah in the Possession of the Utah Museum of Natural History, Salt Lake City, UT",https://www.federalregister.gov/documents/2000/04/24/00-10055/notice-of-intent-to-repatriate-cultural-items-from-southeastern-utah-in-the-possession-of-the-utah
4/14/2000," Department of Sociology, Gerontology, and Anthropology, Miami University, Oxford, OH",https://www.federalregister.gov/documents/2000/04/14/00-9295/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-department-of-sociology
4/12/2000,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2000/04/12/00-8997/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
4/5/2000,"Kawaihae, Kohala, Island of Hawaii, HI in the Possession of the Bernice Pauahi Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/2000/04/05/00-8350/notice-of-intent-to-repatriate-cultural-items-from-kawaihae-kohala-island-of-hawaii-hi-in-the
3/31/2000,"the Island of Oahu, HI in the Possession of the Bernice Pauahi Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/2000/03/31/00-7848/notice-of-intent-to-repatriate-cultural-items-from-the-island-of-oahu-hi-in-the-possession-of-the
3/30/2000,"Santee, CA in the Possession of the San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2000/03/30/00-7849/notice-of-intent-to-repatriate-cultural-items-from-santee-ca-in-the-possession-of-the-san-diego
3/30/2000,"the Kachemak Bay Region, AK in the Control of the U.S. Fish and Wildlife Service and in Possession of the University of Alaska Museum, Fairbanks, AK",https://www.federalregister.gov/documents/2000/03/30/00-7847/notice-of-intent-to-repatriate-cultural-items-from-the-kachemak-bay-region-ak-in-the-control-of-the
3/30/2000,"the Prince William Sound Region, AK in the Control of the Chugach National Forest, U.S. Forest Service, Anchorage, AK and in Possession of the University of Alaska Museum, Fairbanks, AK",https://www.federalregister.gov/documents/2000/03/30/00-7852/notice-of-intent-to-repatriate-cultural-items-from-the-prince-william-sound-region-ak-in-the-control
3/30/2000,"Kachemak Bay Region, AK in the Possession of the University of Alaska Museum, Fairbanks, AK",https://www.federalregister.gov/documents/2000/03/30/00-7846/notice-of-intent-to-repatriate-a-cultural-item-from-the-kachemak-bay-region-ak-in-the-possession-of
3/30/2000,"Pipestone National Monument, National Park Service, Pipestone, MN",https://www.federalregister.gov/documents/2000/03/30/00-7851/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-pipestone-national-monument
3/1/2000,"Heard Museum, Phoenix, AZ",https://www.federalregister.gov/documents/2000/03/01/00-4828/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-heard-museum-phoenix-az
3/1/2000,"School of American Research, Santa Fe, NM",https://www.federalregister.gov/documents/2000/03/01/00-4824/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-school-of-american-research
3/1/2000,"Denver Art Museum, Denver, CO",https://www.federalregister.gov/documents/2000/03/01/00-4829/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-denver-art-museum-denver-co
1/14/2000,"Nebraska in the Possession of the Nebraska State Historical Society, Lincoln, NE",https://www.federalregister.gov/documents/2000/01/14/00-904/notice-of-intent-to-repatriate-cultural-items-from-nebraska-in-the-possession-of-the-nebraska-state
1/14/2000,"Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/2000/01/14/00-901/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-maxwell-museum-of
12/17/1999,"Augusta Richmond County Museum, Augusta, GA",https://www.federalregister.gov/documents/1999/12/17/99-32724/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-augusta-richmond-county
12/7/1999,"Fort Concho National Historic Landmark, San Angelo, TX",https://www.federalregister.gov/documents/1999/12/07/99-31568/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-fort-concho-national
12/3/1999,"Warren, RI in the Possession of the Museum of the City of New York, New York, NY",https://www.federalregister.gov/documents/1999/12/03/99-31363/notice-of-intent-to-repatriate-cultural-items-from-warren-ri-in-the-possession-of-the-museum-of-the
11/1/1999,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/1999/11/01/99-28290/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-state-historical-society-of
10/18/1999,"San Diego Museum of Man, San Diego, CA",https://www.federalregister.gov/documents/1999/10/18/99-27125/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-san-diego-museum-of-man-san
10/18/1999,"the Willamette Valley, OR in the Possession of Willamette University, Salem, OR",https://www.federalregister.gov/documents/1999/10/18/99-27127/notice-of-intent-to-repatriate-cultural-items-from-the-willamette-valley-or-in-the-possession-of
10/18/1999,"the Prince William Sound Region, AK in the Possession of the University of Pennsylvania Museum of Archaeology and Anthropology, University of Pennsylvania, Philadelphia, PA",https://www.federalregister.gov/documents/1999/10/18/99-27128/notice-of-intent-to-repatriate-cultural-items-from-the-prince-william-sound-region-ak-in-the
9/24/1999,"Children's Museum, Boston, MA",https://www.federalregister.gov/documents/1999/09/24/99-24856/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-childrens-museum-boston-ma
9/13/1999,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/1999/09/13/99-23769/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-state-historical-society-of
8/26/1999,"Shannon County, SD in the Possession of the Wyoming State Museum, Cheyenne, WY",https://www.federalregister.gov/documents/1999/08/26/99-22161/notice-of-intent-to-repatriate-cultural-items-from-shannon-county-sd-in-the-possession-of-the
7/23/1999,"University Museum, University of Arkansas, Fayetteville, AR",https://www.federalregister.gov/documents/1999/07/23/99-18886/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-university-museum-university
7/16/1999,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/1999/07/16/99-18124/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-peabody-museum-of
7/12/1999,"American Museum of Natural History of New York, NY",https://www.federalregister.gov/documents/1999/07/12/99-17659/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-american-museum-of-natural
6/11/1999,"Oregon in the Possession of the Hastings Museum of Natural and Cultural History, Hastings, NE",https://www.federalregister.gov/documents/1999/06/11/99-14830/notice-of-intent-to-repatriate-cultural-items-from-oregon-in-the-possession-of-the-hastings-museum
6/11/1999,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/1999/06/11/99-14831/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-american-museum-of-natural
6/7/1999,"Bandelier National Monument, National Park Service, Los Alamos, NM; Correction",https://www.federalregister.gov/documents/1999/06/07/99-14279/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-bandelier-national-monument
5/28/1999,"Maxwell Museum of Anthropology, University of New Mexico, Albuquerque, NM",https://www.federalregister.gov/documents/1999/05/28/99-13597/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-maxwell-museum-of
5/28/1999,"American Museum of Natural History of New York, NY",https://www.federalregister.gov/documents/1999/05/28/99-13599/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-american-museum-of-natural
5/7/1999,"Notice of Intent to Repatriate Cultural Items in the Possession of Bandelier National Monument, National Park Service, Los Alamos, NM",https://www.federalregister.gov/documents/1999/05/07/C9-10209/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-bandelier-national-monument
4/23/1999,"Notice of Intent to Repatriate Cultural Items in the Possession of Bandelier National Monument, National Park Service, Los Alamos, NM",https://www.federalregister.gov/documents/1999/04/23/99-10209/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-bandelier-national-monument
4/14/1999,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/1999/04/14/99-9325/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
4/14/1999,"Heard Museum, Phoenix, AZ",https://www.federalregister.gov/documents/1999/04/14/99-9326/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-heard-museum-phoenix-az
4/9/1999,"Molokai, HI in the Possession of the Bernice Pauahi Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/1999/04/09/99-8888/notice-of-intent-to-repatriate-cultural-items-from-molokai-hi-in-the-possession-of-the-bernice
4/9/1999,"Anchorage Museum of History and Art, Anchorage, AK",https://www.federalregister.gov/documents/1999/04/09/99-8886/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-anchorage-museum-of-history
