Publication Date,Title,Link,json_url,fulltext_url
7/28/2014,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2014/07/28/2014-17732/notice-of-inventory-completion-university-of-pennsylvania-museum-of-archaeology-and-anthropology,https://www.federalregister.gov/api/v1/documents/2014-17732?publication_date=2014-07-28,https://www.federalregister.gov/documents/full_text/xml/2014/07/28/2014-17732.xml
7/28/2014,"U.S. Department of the Interior, National Park Service, Montezuma Castle National Monument, Camp Verde, AZ",https://www.federalregister.gov/documents/2014/07/28/2014-17743/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-montezuma-castle,https://www.federalregister.gov/api/v1/documents/2014-17743?publication_date=2014-07-28,https://www.federalregister.gov/documents/full_text/xml/2014/07/28/2014-17743.xml
7/28/2014,"U.S. Department of the Interior, National Park Service, Hubbell Trading Post National Historic Site, Ganado, AZ",https://www.federalregister.gov/documents/2014/07/28/2014-17738/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-hubbell-trading,https://www.federalregister.gov/api/v1/documents/2014-17738?publication_date=2014-07-28,https://www.federalregister.gov/documents/full_text/xml/2014/07/28/2014-17738.xml
7/28/2014,"The Wistar Institute, Philadelphia, PA, and University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2014/07/28/2014-17733/notice-of-inventory-completion-the-wistar-institute-philadelphia-pa-and-university-of-pennsylvania,https://www.federalregister.gov/api/v1/documents/2014-17733?publication_date=2014-07-28,https://www.federalregister.gov/documents/full_text/xml/2014/07/28/2014-17733.xml
7/21/2014,"Hamilton County Department of Parks and Recreation, Hamilton County, IN; Correction",https://www.federalregister.gov/documents/2014/07/21/2014-17089/notice-of-inventory-completion-hamilton-county-department-of-parks-and-recreation-hamilton-county-in,https://www.federalregister.gov/api/v1/documents/2014-17089?publication_date=2014-07-21,https://www.federalregister.gov/documents/full_text/xml/2014/07/21/2014-17089.xml
7/21/2014,"Indiana University-Purdue University Fort Wayne-Archaeological Survey, Fort Wayne, IN",https://www.federalregister.gov/documents/2014/07/21/2014-17091/notice-of-inventory-completion-indiana-university-purdue-university-fort-wayne-archaeological-survey,https://www.federalregister.gov/api/v1/documents/2014-17091?publication_date=2014-07-21,https://www.federalregister.gov/documents/full_text/xml/2014/07/21/2014-17091.xml
7/21/2014,"Bureau of Land Management, Green River District, Vernal Field Office, Vernal, UT",https://www.federalregister.gov/documents/2014/07/21/2014-17094/notice-of-inventory-completion-bureau-of-land-management-green-river-district-vernal-field-office,https://www.federalregister.gov/api/v1/documents/2014-17094?publication_date=2014-07-21,https://www.federalregister.gov/documents/full_text/xml/2014/07/21/2014-17094.xml
7/21/2014,"Indiana University-Purdue University Fort Wayne-Archaeological Survey, Fort Wayne, IN",https://www.federalregister.gov/documents/2014/07/21/2014-17092/notice-of-inventory-completion-indiana-university-purdue-university-fort-wayne-archaeological-survey,https://www.federalregister.gov/api/v1/documents/2014-17092?publication_date=2014-07-21,https://www.federalregister.gov/documents/full_text/xml/2014/07/21/2014-17092.xml
7/21/2014,"Indiana University-Purdue University Fort Wayne-Archaeological Survey, Fort Wayne, IN",https://www.federalregister.gov/documents/2014/07/21/2014-17093/notice-of-inventory-completion-indiana-university-purdue-university-fort-wayne-archaeological-survey,https://www.federalregister.gov/api/v1/documents/2014-17093?publication_date=2014-07-21,https://www.federalregister.gov/documents/full_text/xml/2014/07/21/2014-17093.xml
6/24/2014,"Denver Museum of Nature & Science, Denver, CO; Correction",https://www.federalregister.gov/documents/2014/06/24/2014-14755/notice-of-inventory-completion-denver-museum-of-nature-and-science-denver-co-correction,https://www.federalregister.gov/api/v1/documents/2014-14755?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14755.xml
6/24/2014,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2014/06/24/2014-14736/notice-of-inventory-completion-denver-museum-of-nature-and-science-denver-co,https://www.federalregister.gov/api/v1/documents/2014-14736?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14736.xml
6/24/2014,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2014/06/24/2014-14743/notice-of-inventory-completion-denver-museum-of-nature-and-science-denver-co,https://www.federalregister.gov/api/v1/documents/2014-14743?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14743.xml
6/24/2014,"U.S. Department of the Interior, National Park Service, Western Archeological and Conservation Center, Tucson, AZ",https://www.federalregister.gov/documents/2014/06/24/2014-14757/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-western,https://www.federalregister.gov/api/v1/documents/2014-14757?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14757.xml
6/24/2014,"University of Denver Museum of Anthropology, Denver, CO",https://www.federalregister.gov/documents/2014/06/24/2014-14725/notice-of-inventory-completion-university-of-denver-museum-of-anthropology-denver-co,https://www.federalregister.gov/api/v1/documents/2014-14725?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14725.xml
6/24/2014,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2014/06/24/2014-14747/notice-of-inventory-completion-thomas-burke-memorial-washington-state-museum-university-of,https://www.federalregister.gov/api/v1/documents/2014-14747?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14747.xml
6/24/2014,"Glenn A. Black Laboratory of Archaeology at Indiana University, Bloomington, IN",https://www.federalregister.gov/documents/2014/06/24/2014-14728/notice-of-inventory-completion-glenn-a-black-laboratory-of-archaeology-at-indiana-university,https://www.federalregister.gov/api/v1/documents/2014-14728?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14728.xml
6/24/2014,"U.S. Department of the Interior, National Park Service, El Morro National Monument, Ramah, NM",https://www.federalregister.gov/documents/2014/06/24/2014-14731/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-el-morro-national,https://www.federalregister.gov/api/v1/documents/2014-14731?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14731.xml
6/24/2014,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2014/06/24/2014-14756/notice-of-inventory-completion-university-of-pennsylvania-museum-of-archaeology-and-anthropology,https://www.federalregister.gov/api/v1/documents/2014-14756?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14756.xml
6/24/2014,"Alutiiq Museum and Archaeological Repository, Kodiak, AK and the University of Alaska Museum of the North, Fairbanks, AK",https://www.federalregister.gov/documents/2014/06/24/2014-14745/notice-of-inventory-completion-alutiiq-museum-and-archaeological-repository-kodiak-ak-and-the,https://www.federalregister.gov/api/v1/documents/2014-14745?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14745.xml
6/24/2014,"Oregon State University, Department of Anthropology, Corvallis, OR",https://www.federalregister.gov/documents/2014/06/24/2014-14742/notice-of-inventory-completion-oregon-state-university-department-of-anthropology-corvallis-or,https://www.federalregister.gov/api/v1/documents/2014-14742?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14742.xml
6/24/2014,"Alutiiq Museum and Archaeological Repository, Kodiak, AK",https://www.federalregister.gov/documents/2014/06/24/2014-14752/notice-of-inventory-completion-alutiiq-museum-and-archaeological-repository-kodiak-ak,https://www.federalregister.gov/api/v1/documents/2014-14752?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14752.xml
6/24/2014,"Notice of Completion of Inventory of Native American Human Remains From the Hawaiian Islands in the Collections of the Peabody Museum of Natural History, Yale University; Correction",https://www.federalregister.gov/documents/2014/06/24/2014-14732/notice-of-completion-of-inventory-of-native-american-human-remains-from-the-hawaiian-islands-in-the,https://www.federalregister.gov/api/v1/documents/2014-14732?publication_date=2014-06-24,https://www.federalregister.gov/documents/full_text/xml/2014/06/24/2014-14732.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13371/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13371?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13371.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13413/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13413?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13413.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13406/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13406?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13406.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13412/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13412?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13412.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13370/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13370?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13370.xml
6/9/2014,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA",https://www.federalregister.gov/documents/2014/06/09/2014-13414/notice-of-inventory-completion-us-department-of-defense-army-corps-of-engineers-walla-walla-district,https://www.federalregister.gov/api/v1/documents/2014-13414?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13414.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13416/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13416?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13416.xml
6/9/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/06/09/2014-13361/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-13361?publication_date=2014-06-09,https://www.federalregister.gov/documents/full_text/xml/2014/06/09/2014-13361.xml
5/15/2014,"U.S. Department of the Interior, Bureau of Land Management, San Luis Field Office, Monte Vista, CO",https://www.federalregister.gov/documents/2014/05/15/2014-11256/notice-of-inventory-completion-us-department-of-the-interior-bureau-of-land-management-san-luis,https://www.federalregister.gov/api/v1/documents/2014-11256?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11256.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11283/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11283?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11283.xml
5/15/2014,"University of Massachusetts Amherst, Department of Anthropology, Amherst, MA",https://www.federalregister.gov/documents/2014/05/15/2014-11228/notice-of-inventory-completion-university-of-massachusetts-amherst-department-of-anthropology,https://www.federalregister.gov/api/v1/documents/2014-11228?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11228.xml
5/15/2014,"Museum of Northern Arizona, Flagstaff, AZ",https://www.federalregister.gov/documents/2014/05/15/2014-11229/notice-of-inventory-completion-museum-of-northern-arizona-flagstaff-az,https://www.federalregister.gov/api/v1/documents/2014-11229?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11229.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11276/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11276?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11276.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11259/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11259?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11259.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11274/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11274?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11274.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11234/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11234?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11234.xml
5/15/2014,"The Florida Department of State, Division of Historical Resources, Tallahassee, FL",https://www.federalregister.gov/documents/2014/05/15/2014-11252/notice-of-inventory-completion-the-florida-department-of-state-division-of-historical-resources,https://www.federalregister.gov/api/v1/documents/2014-11252?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11252.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11236/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11236?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11236.xml
5/15/2014,"U.S. Department of the Interior, National Park Service, Wupatki National Monument, Flagstaff, AZ",https://www.federalregister.gov/documents/2014/05/15/2014-11227/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-wupatki-national,https://www.federalregister.gov/api/v1/documents/2014-11227?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11227.xml
5/15/2014,"University of Notre Dame, Notre Dame, IN",https://www.federalregister.gov/documents/2014/05/15/2014-11249/notice-of-inventory-completion-university-of-notre-dame-notre-dame-in,https://www.federalregister.gov/api/v1/documents/2014-11249?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11249.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11282/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11282?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11282.xml
5/15/2014,"Beneski Museum of Natural History, Amherst College, Amherst, MA",https://www.federalregister.gov/documents/2014/05/15/2014-11243/notice-of-inventory-completion-beneski-museum-of-natural-history-amherst-college-amherst-ma,https://www.federalregister.gov/api/v1/documents/2014-11243?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11243.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11279/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11279?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11279.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11267/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11267?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11267.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11270/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11270?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11270.xml
5/15/2014,"University of Wisconsin-Madison, Department of Anthropology, Madison, WI",https://www.federalregister.gov/documents/2014/05/15/2014-11280/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-11280?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11280.xml
5/15/2014,"Ohio Historical Society, Columbus, OH",https://www.federalregister.gov/documents/2014/05/15/2014-11241/notice-of-inventory-completion-ohio-historical-society-columbus-oh,https://www.federalregister.gov/api/v1/documents/2014-11241?publication_date=2014-05-15,https://www.federalregister.gov/documents/full_text/xml/2014/05/15/2014-11241.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08811/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08811?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08811.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08815/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08815?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08815.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08816/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08816?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08816.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08793/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08793?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08793.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08797/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08797?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08797.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08814/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08814?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08814.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08809/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08809?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08809.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08818/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08818?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08818.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08807/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08807?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08807.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08786/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08786?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08786.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08804/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08804?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08804.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08780/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08780?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08780.xml
4/17/2014,"Texas A&M University, College Station, TX",https://www.federalregister.gov/documents/2014/04/17/2014-08800/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.federalregister.gov/api/v1/documents/2014-08800?publication_date=2014-04-17,https://www.federalregister.gov/documents/full_text/xml/2014/04/17/2014-08800.xml
3/31/2014,"U.S. Department of Defense, Department of the Navy, Washington, DC",https://www.federalregister.gov/documents/2014/03/31/2014-07143/notice-of-inventory-completion-us-department-of-defense-department-of-the-navy-washington-dc,https://www.federalregister.gov/api/v1/documents/2014-07143?publication_date=2014-03-31,https://www.federalregister.gov/documents/full_text/xml/2014/03/31/2014-07143.xml
3/31/2014,"Tennessee Valley Authority, Knoxville, TN",https://www.federalregister.gov/documents/2014/03/31/2014-07130/notice-of-inventory-completion-tennessee-valley-authority-knoxville-tn,https://www.federalregister.gov/api/v1/documents/2014-07130?publication_date=2014-03-31,https://www.federalregister.gov/documents/full_text/xml/2014/03/31/2014-07130.xml
3/31/2014,"University of Massachusetts Amherst, Department of Anthropology, Amherst, MA",https://www.federalregister.gov/documents/2014/03/31/2014-07145/notice-of-inventory-completion-university-of-massachusetts-amherst-department-of-anthropology,https://www.federalregister.gov/api/v1/documents/2014-07145?publication_date=2014-03-31,https://www.federalregister.gov/documents/full_text/xml/2014/03/31/2014-07145.xml
3/31/2014,"Ball State University Department of Anthropology, Muncie, IN",https://www.federalregister.gov/documents/2014/03/31/2014-07141/notice-of-inventory-completion-ball-state-university-department-of-anthropology-muncie-in,https://www.federalregister.gov/api/v1/documents/2014-07141?publication_date=2014-03-31,https://www.federalregister.gov/documents/full_text/xml/2014/03/31/2014-07141.xml
3/31/2014,"Tennessee Valley Authority, Knoxville, TN",https://www.federalregister.gov/documents/2014/03/31/2014-07135/notice-of-inventory-completion-tennessee-valley-authority-knoxville-tn,https://www.federalregister.gov/api/v1/documents/2014-07135?publication_date=2014-03-31,https://www.federalregister.gov/documents/full_text/xml/2014/03/31/2014-07135.xml
3/24/2014,"History Colorado, Formerly Colorado Historical Society, Denver, CO",https://www.federalregister.gov/documents/2014/03/24/2014-06278/notice-of-inventory-completion-history-colorado-formerly-colorado-historical-society-denver-co,https://www.federalregister.gov/api/v1/documents/2014-06278?publication_date=2014-03-24,https://www.federalregister.gov/documents/full_text/xml/2014/03/24/2014-06278.xml
3/24/2014,"History Colorado, Formerly Colorado Historical Society, Denver, CO",https://www.federalregister.gov/documents/2014/03/24/2014-06275/notice-of-inventory-completion-history-colorado-formerly-colorado-historical-society-denver-co,https://www.federalregister.gov/api/v1/documents/2014-06275?publication_date=2014-03-24,https://www.federalregister.gov/documents/full_text/xml/2014/03/24/2014-06275.xml
3/24/2014,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and the Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2014/03/24/2014-06273/notice-of-inventory-completion-us-department-of-the-interior-bureau-of-indian-affairs-washington-dc,https://www.federalregister.gov/api/v1/documents/2014-06273?publication_date=2014-03-24,https://www.federalregister.gov/documents/full_text/xml/2014/03/24/2014-06273.xml
3/11/2014,"Institute of the Great Plains, Lawton, OK",https://www.federalregister.gov/documents/2014/03/11/2014-05188/notice-of-inventory-completion-institute-of-the-great-plains-lawton-ok,https://www.federalregister.gov/api/v1/documents/2014-05188?publication_date=2014-03-11,https://www.federalregister.gov/documents/full_text/xml/2014/03/11/2014-05188.xml
2/5/2014,"U.S. Department of the Interior, National Park Service, Lake Roosevelt National Recreation Area, Coulee Dam, WA",https://www.federalregister.gov/documents/2014/02/05/2014-02308/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-lake-roosevelt,https://www.federalregister.gov/api/v1/documents/2014-02308?publication_date=2014-02-05,https://www.federalregister.gov/documents/full_text/xml/2014/02/05/2014-02308.xml
2/5/2014,"US Army Corps of Engineers, Tulsa District, Tulsa, OK",https://www.federalregister.gov/documents/2014/02/05/2014-02300/notice-of-inventory-completion-us-army-corps-of-engineers-tulsa-district-tulsa-ok,https://www.federalregister.gov/api/v1/documents/2014-02300?publication_date=2014-02-05,https://www.federalregister.gov/documents/full_text/xml/2014/02/05/2014-02300.xml
2/4/2014,"University of Colorado Museum of Natural History, Boulder, CO",https://www.federalregister.gov/documents/2014/02/04/2014-02341/notice-of-inventory-completion-university-of-colorado-museum-of-natural-history-boulder-co,https://www.federalregister.gov/api/v1/documents/2014-02341?publication_date=2014-02-04,https://www.federalregister.gov/documents/full_text/xml/2014/02/04/2014-02341.xml
2/4/2014,"Museum of Anthropology at Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2014/02/04/2014-02336/notice-of-inventory-completion-museum-of-anthropology-at-washington-state-university-pullman-wa,https://www.federalregister.gov/api/v1/documents/2014-02336?publication_date=2014-02-04,https://www.federalregister.gov/documents/full_text/xml/2014/02/04/2014-02336.xml
2/4/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/02/04/2014-02334/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-02334?publication_date=2014-02-04,https://www.federalregister.gov/documents/full_text/xml/2014/02/04/2014-02334.xml
2/4/2014,"The Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2014/02/04/2014-02349/notice-of-inventory-completion-the-field-museum-of-natural-history-chicago-il,https://www.federalregister.gov/api/v1/documents/2014-02349?publication_date=2014-02-04,https://www.federalregister.gov/documents/full_text/xml/2014/02/04/2014-02349.xml
2/4/2014,"State Historical Society of Wisconsin, Madison, WI",https://www.federalregister.gov/documents/2014/02/04/2014-02288/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.federalregister.gov/api/v1/documents/2014-02288?publication_date=2014-02-04,https://www.federalregister.gov/documents/full_text/xml/2014/02/04/2014-02288.xml
1/16/2014,"University of Denver Museum of Anthropology, Denver, CO",https://www.federalregister.gov/documents/2014/01/16/2014-00772/notice-of-inventory-completion-university-of-denver-museum-of-anthropology-denver-co,https://www.federalregister.gov/api/v1/documents/2014-00772?publication_date=2014-01-16,https://www.federalregister.gov/documents/full_text/xml/2014/01/16/2014-00772.xml
